PC	Variance_Percentage	cumulative_Percentage
1	77.67934682172776	77.67934682172776
2	5.855494877938345	83.5348416996661
3	2.9186241313128387	86.45346583097894
4	2.0290059193209418	88.4824717502999
5	1.7324896383029489	90.21496138860283
6	1.4682938021822676	91.6832551907851
7	1.149448277887742	92.83270346867285
8	1.0292586523810927	93.861962121053935
9	0.7827066596865847	94.64466878074052
